bedrooms,bathrooms,sqft,lot_size,age,location,property_type,garage,price
3,1,1561,10021,55,Waterfront,Single Family,Carport,1755000
3,1,1550,2939,45,Waterfront,Condo,Attached,686000
3,1,1464,7180,75,Waterfront,Single Family,Carport,1300000
3,1,1195,8460,75,Waterfront,Single Family,Carport,1160000
4,3,2465,9989,29,Waterfront,Single Family,Attached,2000000
3,1,1109,3423,65,Waterfront,Single Family,Attached,790000
4,2,1873,9914,75,Waterfront,Single Family,Carport,1682000
3,2,1238,1000,23,Waterfront,Condo,Carport,625000
3,2,1550,1722,20,Waterfront,Townhouse,Attached,780000
3,1,1550,7427,20,Waterfront,Single Family,Attached,1342000
4,2,1900,8654,20,Waterfront,Single Family,Attached,1782800
3,1,1550,7599,20,Waterfront,Single Family,Attached,1468000
2,1,1292,2088,50,Waterfront,Condo,Carport,650000
4,3,2260,3509,12,Waterfront,Single Family,Attached,1060000
4,2,2260,4715,20,Waterfront,Single Family,Attached,1255000
3,1,1550,6308,70,Waterfront,Single Family,Attached,900000
2,1,990,2971,60,Waterfront,Single Family,Carport,633000
3,1,1550,8353,20,Waterfront,Single Family,Attached,1070500
3,1,1550,7115,20,Waterfront,Single Family,Attached,1175000
3,2,1550,7104,20,Waterfront,Single Family,Attached,1521000
2,1,883,6383,75,Waterfront,Single Family,Attached,1350000
4,2,1900,2336,32,Waterfront,Townhouse,Attached,752000
3,1,1206,4133,75,Waterfront,Single Family,Carport,570000
3,1,1550,7987,20,Waterfront,Single Family,Attached,1460000
3,1,1356,2454,27,Waterfront,Townhouse,Attached,745000
5,4,4090,6921,11,Waterfront,Single Family,Attached,2000000
3,1,990,3315,30,Waterfront,Condo,Attached,746000
3,2,1292,7029,75,Waterfront,Single Family,Attached,1540000
3,2,1550,3541,20,Waterfront,Townhouse,Attached,1145000
5,2,2250,8869,75,Waterfront,Single Family,Carport,1410000
3,1,1550,2336,20,Waterfront,Condo,Carport,640000
4,2,1900,14994,62,Waterfront,Single Family,Attached,1800000
4,2,2282,4295,20,Waterfront,Townhouse,Attached,1270000
4,3,1894,4101,12,Waterfront,Townhouse,Attached,900000
4,2,2368,5371,20,Waterfront,Single Family,Attached,1250000
3,2,1959,7955,55,Waterfront,Single Family,Attached,1410000
5,2,2250,5856,20,Waterfront,Single Family,Carport,1100000
4,2,1900,7126,20,Waterfront,Single Family,Attached,1485000
3,1,1550,11851,20,Waterfront,Single Family,Carport,2000000
3,1,1550,6340,20,Waterfront,Single Family,Carport,1000000
4,2,1615,1000,75,Waterfront,Condo,Carport,800000
3,2,1141,1830,24,Waterfront,Townhouse,Carport,702000
4,2,2034,7018,120,Waterfront,Single Family,Carport,2000000
3,1,1550,4187,20,Waterfront,Townhouse,Attached,1615000
4,3,1900,10053,20,Waterfront,Single Family,Attached,2000000
2,1,1200,1000,85,Waterfront,Condo,Attached,1017000
2,1,936,1475,55,Waterfront,Condo,Carport,729000
5,4,3746,7621,85,Waterfront,Single Family,Carport,2000000
3,2,2034,3283,27,Waterfront,Single Family,Attached,1650000
5,3,2250,8105,85,Waterfront,Single Family,Attached,2000000
2,1,1200,2476,31,Waterfront,Single Family,Attached,950000
2,1,732,11916,65,Waterfront,Condo,Carport,615000
3,2,1765,7599,65,Waterfront,Single Family,Attached,1987000
2,1,926,1572,55,Waterfront,Condo,Carport,683000
3,2,1658,8364,75,Waterfront,Single Family,Carport,1690000
2,1,603,1000,14,Waterfront,Condo,Carport,430000
2,1,1200,1464,65,Waterfront,Condo,Carport,717000
3,2,1550,3681,20,Waterfront,Townhouse,Attached,1300000
4,2,1900,7115,20,Waterfront,Single Family,Attached,2000000
3,2,2497,6458,120,Waterfront,Single Family,Attached,2000000
3,2,1410,12195,95,Waterfront,Single Family,Attached,2000000
2,1,829,9644,65,Waterfront,Condo,Carport,435000
2,1,1200,3606,20,Waterfront,Single Family,Carport,892000
2,1,1195,1001,20,Waterfront,Townhouse,Carport,900400
4,2,1900,6997,20,Waterfront,Single Family,Attached,2000000
3,2,1550,2497,20,Waterfront,Townhouse,Attached,1250000
3,1,1130,8837,100,Waterfront,Single Family,Attached,2000000
2,1,1238,4596,87,Waterfront,Single Family,Carport,1302000
3,2,1550,2626,20,Waterfront,Single Family,Attached,1430000
3,1,1722,5856,95,Waterfront,Single Family,Carport,1622000
2,1,829,1000,60,Waterfront,Condo,Carport,502000
2,1,829,9644,65,Waterfront,Condo,Carport,435000
2,1,1200,1313,65,Waterfront,Single Family,Carport,620000
5,3,2250,8622,105,Waterfront,Single Family,Attached,2000000
3,1,958,1000,65,Waterfront,Condo,Carport,591000
5,2,10000,7858,105,Waterfront,Single Family,Attached,2000000
3,1,1432,8277,95,Waterfront,Single Family,Carport,1780000
3,2,2422,7061,16,Waterfront,Single Family,Attached,2000000
2,1,1023,4564,95,Waterfront,Single Family,Carport,895000
3,2,2293,6286,105,Waterfront,Single Family,None,1800000
3,1,1550,7459,90,Waterfront,Single Family,None,1400000
2,1,1200,1000,20,Waterfront,Condo,Carport,693000
2,1,947,1615,55,Waterfront,Condo,Carport,900000
5,3,3412,8633,31,Waterfront,Single Family,Attached,2000000
2,1,818,1000,65,Waterfront,Condo,Carport,530000
2,2,1200,2024,20,Waterfront,Condo,Attached,805000
4,2,1755,8751,65,Waterfront,Single Family,Attached,2000000
3,2,1550,1421,55,Waterfront,Townhouse,Attached,930000
2,1,1200,1000,20,Waterfront,Condo,Carport,590000
4,2,1900,9720,20,Waterfront,Single Family,Attached,2000000
3,1,1098,4359,95,Waterfront,Single Family,Carport,1602500
3,2,1550,3423,20,Waterfront,Townhouse,Attached,1515000
2,1,1200,3961,20,Waterfront,Single Family,Attached,1800000
2,1,1200,1000,20,Waterfront,Condo,Carport,530000
3,1,1550,1000,20,Waterfront,Condo,Carport,558000
3,2,1550,2788,20,Waterfront,Single Family,Attached,1185000
3,1,1399,6835,105,Waterfront,Single Family,Attached,2000000
3,1,1550,9591,20,Waterfront,Single Family,Carport,2000000
3,2,1572,9440,65,Waterfront,Single Family,Attached,2000000
2,1,1200,4306,20,Waterfront,Single Family,Attached,1470000
2,1,1200,1787,56,Waterfront,Condo,Carport,820000
3,1,1765,7449,85,Waterfront,Single Family,Attached,2000000
3,2,1722,3046,35,Waterfront,Townhouse,Attached,1625000
3,2,1550,8396,20,Waterfront,Single Family,Attached,1750000
3,3,2368,4489,9,Waterfront,Single Family,Attached,2000000
2,1,872,1000,65,Waterfront,Condo,Carport,667000
5,3,2250,8665,20,Waterfront,Single Family,Attached,2000000
2,1,1200,2648,20,Waterfront,Single Family,Carport,1175000
2,2,1200,1109,20,Waterfront,Townhouse,Carport,775000
3,2,1550,9149,20,Waterfront,Single Family,Attached,2000000
4,1,1561,8310,105,Waterfront,Single Family,Attached,2000000
2,1,807,6792,55,Waterfront,Condo,Carport,700000
3,1,1550,10441,20,Waterfront,Single Family,Carport,1700000
4,3,2906,6803,120,Waterfront,Single Family,Carport,2000000
2,1,1200,1000,20,Waterfront,Condo,Carport,810000
5,4,4381,7976,16,Waterfront,Single Family,Attached,2000000
4,3,3035,6491,45,Waterfront,Single Family,Attached,2000000
4,2,2260,7384,65,Waterfront,Single Family,Attached,2000000
4,3,2766,1000,113,Waterfront,Single Family,Carport,2000000
4,3,2917,7502,45,Waterfront,Single Family,Attached,2000000
2,1,1200,1023,65,Waterfront,Single Family,Carport,706000
5,5,4876,6878,15,Waterfront,Single Family,Carport,2000000
4,2,3907,6921,20,Waterfront,Single Family,Attached,2000000
4,2,2314,7395,90,Waterfront,Single Family,Attached,2000000
3,1,1399,4941,105,Waterfront,Single Family,Carport,1587500
4,2,2497,3423,20,Waterfront,Townhouse,Attached,1550000
2,1,1200,5845,20,Waterfront,Single Family,Carport,765000
2,1,893,1184,65,Waterfront,Condo,Carport,830000
4,2,2465,7029,115,Waterfront,Single Family,Carport,2000000
5,2,3197,8557,115,Waterfront,Single Family,Attached,2000000
3,3,1593,5038,120,Waterfront,Single Family,Attached,2000000
4,1,2530,7718,120,Waterfront,Single Family,Carport,2000000
2,1,1119,3681,80,Waterfront,Single Family,Carport,1305000
4,3,1900,8482,20,Waterfront,Single Family,Attached,2000000
3,2,1507,1561,27,Waterfront,Single Family,Carport,928000
5,3,2390,6943,20,Waterfront,Single Family,Attached,2000000
4,2,1862,8740,98,Waterfront,Single Family,Attached,2000000
4,1,1900,9235,20,Waterfront,Single Family,Carport,2000000
2,1,990,1000,60,Waterfront,Condo,Carport,722000
5,2,3035,9020,115,Waterfront,Single Family,Attached,2000000
3,2,1550,4166,20,Waterfront,Townhouse,Attached,1680000
3,3,2228,3789,28,Waterfront,Single Family,Attached,1640000
3,2,2120,3498,115,Waterfront,Single Family,Carport,1680000
5,4,4596,7363,12,Waterfront,Single Family,Attached,2000000
2,1,1200,4779,115,Waterfront,Single Family,Carport,1385000
4,1,4424,9095,17,Waterfront,Single Family,Attached,2000000
2,1,1200,1270,20,Waterfront,Condo,Carport,690500
3,2,2325,3886,30,Waterfront,Single Family,Attached,1850000
2,1,1200,1421,20,Waterfront,Condo,Attached,736000
3,2,1550,1000,20,Waterfront,Townhouse,Attached,1843000
2,1,1200,1313,20,Waterfront,Condo,Carport,685000
2,1,1200,7707,20,Waterfront,Single Family,Attached,1800000
3,2,1550,3401,39,Waterfront,Single Family,Attached,1800000
4,2,2971,8568,13,Waterfront,Single Family,Attached,2000000
4,2,1900,8396,20,Waterfront,Townhouse,Attached,1742000
3,2,1550,2992,20,Waterfront,Townhouse,Attached,1420000
2,1,1200,1000,20,Waterfront,Condo,Attached,1016000
3,1,1550,3380,120,Downtown,Single Family,Carport,1330000
3,1,1550,1819,20,Downtown,Single Family,None,1540000
4,3,1399,1313,120,Downtown,Single Family,None,1425000
2,1,1200,2260,20,Downtown,Single Family,Carport,1725000
3,1,1550,2185,20,Downtown,Single Family,None,1280000
3,1,1765,5371,115,Downtown,Single Family,Attached,2000000
3,1,1755,4499,105,Downtown,Single Family,None,2000000
2,1,1200,11098,55,Downtown,Townhouse,Carport,765000
2,1,1119,1000,16,Downtown,Single Family,Carport,800000
2,1,1200,1432,20,Downtown,Single Family,None,1301000
4,2,1528,5791,10,Downtown,Single Family,None,2000000
1,1,850,9268,55,Downtown,Condo,Carport,468000
1,2,1851,4445,120,Downtown,Single Family,None,2000000
2,2,1200,2045,20,Downtown,Single Family,Carport,2000000
2,1,1200,1249,20,Downtown,Single Family,None,1330000
4,2,1808,5425,120,Downtown,Single Family,Attached,2000000
3,3,1550,1550,20,Downtown,Single Family,Carport,1214000
3,2,1453,1755,20,Downtown,Single Family,Carport,1955000
1,1,850,1000,55,Downtown,Condo,Carport,390000
1,1,850,1001,20,Downtown,Single Family,None,885000
3,2,1593,1000,55,Downtown,Single Family,None,2000000
3,1,1550,1076,20,Downtown,Single Family,Carport,910000
2,1,1200,1528,20,Downtown,Single Family,None,880000
4,2,1744,2228,120,Downtown,Single Family,Attached,1950000
3,1,1550,1410,20,Downtown,Single Family,Carport,1280000
1,1,603,1000,55,Downtown,Condo,Carport,437000
2,1,1200,4015,20,Downtown,Single Family,Attached,1150000
2,1,926,1000,85,Downtown,Condo,Carport,520000
2,1,818,1000,50,Downtown,Condo,Carport,570000
3,1,1033,1000,36,Waterfront,Condo,Attached,820000
2,2,1119,1432,16,Waterfront,Townhouse,Carport,795000
2,1,657,1000,55,Waterfront,Condo,Carport,600000
3,1,1787,4575,65,Waterfront,Single Family,Attached,1295000
4,2,1900,3929,106,Waterfront,Single Family,None,1275000
3,1,1550,8697,20,Waterfront,Single Family,Carport,1620000
2,1,743,1000,55,Waterfront,Condo,Carport,510000
1,1,850,1000,20,Waterfront,Condo,Carport,255000
2,1,1195,3035,20,Waterfront,Single Family,Carport,890000
1,1,517,1000,55,Waterfront,Condo,Carport,346000
3,2,1216,11980,35,Waterfront,Townhouse,Carport,860000
2,1,1200,9666,55,Waterfront,Condo,Carport,586000
2,1,1076,1000,52,Waterfront,Condo,Attached,772000
4,2,2196,6039,100,Waterfront,Single Family,Attached,1506000
3,2,1152,1000,35,Waterfront,Townhouse,Carport,675000
2,1,721,1000,16,Waterfront,Condo,Attached,525000
1,1,538,1000,65,Waterfront,Condo,Carport,290000
1,1,850,1000,20,Waterfront,Condo,Carport,363000
2,1,753,1000,55,Waterfront,Condo,Carport,360000
3,1,1238,3218,95,Waterfront,Single Family,Attached,967500
1,2,850,2852,105,Waterfront,Single Family,Attached,1350000
2,1,1200,1000,20,Waterfront,Condo,Carport,516000
1,1,500,1000,55,Waterfront,Condo,Carport,330000
4,2,500,8084,102,Waterfront,Single Family,Attached,1600000
2,1,1200,4962,20,Waterfront,Single Family,Attached,1170000
1,1,850,1000,57,Waterfront,Condo,Carport,260000
3,2,1399,3229,35,Waterfront,Condo,Carport,1008000
2,1,1200,1000,20,Waterfront,Condo,Carport,625000
2,2,1200,1141,20,Waterfront,Townhouse,Carport,700000
2,1,1200,1173,20,Waterfront,Condo,Carport,545000
3,1,1830,1000,100,Waterfront,Condo,Attached,1170000
3,2,2551,7395,42,Waterfront,Single Family,Attached,1830000
1,1,500,1000,65,Waterfront,Condo,Carport,250000
2,2,1830,1787,16,Waterfront,Townhouse,Carport,930000
2,1,603,1000,55,Waterfront,Condo,Carport,465000
3,2,1550,7761,20,Waterfront,Single Family,Attached,1646000
2,1,1200,1000,20,Waterfront,Condo,Carport,460000
4,2,1432,8148,95,Waterfront,Single Family,Attached,1550000
2,1,1033,1550,25,Waterfront,Townhouse,Carport,707000
2,2,926,1000,32,Waterfront,Condo,Carport,804000
3,2,1550,6329,20,Waterfront,Single Family,Carport,1200000
3,2,2164,6437,55,Waterfront,Single Family,Carport,1501000
3,1,1550,6308,20,Waterfront,Single Family,Carport,950000
3,2,2400,3498,20,Waterfront,Townhouse,Attached,970000
1,1,850,1000,20,Waterfront,Condo,Carport,345000
2,1,1098,2271,23,Waterfront,Single Family,Carport,817500
4,2,2153,5995,87,Waterfront,Single Family,Attached,1450000
3,2,1550,4198,20,Waterfront,Single Family,Carport,1000000
2,1,1141,1701,31,Waterfront,Townhouse,Carport,855000
2,1,969,1000,57,Waterfront,Single Family,Carport,675000
2,1,764,1432,14,Waterfront,Condo,Carport,588000
2,1,786,1000,55,Waterfront,Condo,Carport,455000
3,1,1550,1000,20,Waterfront,Condo,Attached,602500
4,2,1900,1000,20,Waterfront,Condo,Carport,662000
3,2,1550,5963,20,Waterfront,Single Family,Attached,1420000
3,2,2691,3046,20,Waterfront,Condo,Carport,920000
3,1,1550,6674,20,Waterfront,Single Family,Carport,1287000
2,1,883,1109,55,Waterfront,Condo,Carport,656000
2,1,1184,2842,95,Waterfront,Single Family,Carport,930000
2,1,689,1000,55,Waterfront,Condo,Carport,415000
2,1,861,1873,50,Waterfront,Condo,Carport,650000
3,2,1959,3035,15,Waterfront,Single Family,Attached,1360000
2,1,1200,1000,20,Waterfront,Condo,Carport,380000
2,1,1200,1442,60,Waterfront,Condo,Carport,765000
4,3,1900,9020,20,Waterfront,Single Family,Attached,1423000
5,3,2250,6071,95,Waterfront,Single Family,Carport,1900000
2,1,500,3401,20,Waterfront,Single Family,Attached,907000
1,1,570,1000,45,Waterfront,Condo,Carport,350000
3,2,1787,6491,80,Waterfront,Single Family,Attached,1430000
2,1,1200,3584,20,Waterfront,Condo,Carport,983500
3,2,1798,3993,110,Waterfront,Single Family,Carport,1490000
2,2,1200,1000,11,Waterfront,Condo,Carport,572000
3,2,1550,1000,20,Waterfront,Single Family,Attached,990000
4,3,1900,3283,29,Waterfront,Townhouse,Attached,1100000
3,1,1292,6501,100,Waterfront,Single Family,Carport,1125000
2,1,1200,1421,55,Waterfront,Condo,Carport,601000
4,3,1900,6997,20,Waterfront,Single Family,Attached,1410000
2,1,775,10409,55,Waterfront,Condo,Carport,405000
4,2,2379,6405,110,Waterfront,Single Family,Attached,1655000
3,1,1550,7750,20,Waterfront,Single Family,Carport,1910000
3,1,1249,1195,27,Waterfront,Townhouse,Carport,808000
3,1,1550,4047,20,Waterfront,Single Family,Carport,1252000
2,1,732,1000,75,Waterfront,Condo,Carport,370000
3,2,2906,10032,55,Waterfront,Single Family,Attached,1880000
2,1,5856,5845,20,Waterfront,Single Family,Attached,896000
4,2,1900,3940,20,Waterfront,Single Family,Attached,1802100
2,1,721,1163,55,Waterfront,Condo,Carport,585000
2,1,775,1000,55,Waterfront,Condo,Carport,450000
2,1,1200,1776,35,Waterfront,Condo,Carport,737000
3,1,1453,2982,47,Waterfront,Townhouse,Attached,860000
2,1,753,1000,52,Waterfront,Condo,Carport,605000
2,1,1200,6889,120,Waterfront,Single Family,Carport,1300000
3,3,2960,4887,25,Waterfront,Single Family,Attached,1518000
2,1,1055,1066,60,Waterfront,Condo,Carport,632500
2,1,646,1000,45,Waterfront,Condo,Carport,435000
2,1,807,9817,17,Waterfront,Condo,Carport,468250
2,2,1399,8794,100,Waterfront,Single Family,Carport,1716000
1,1,850,1000,57,Waterfront,Condo,Carport,270000
1,1,517,1000,65,Waterfront,Condo,Carport,365000
1,1,850,1000,20,Waterfront,Condo,Carport,340000
2,1,1076,1000,65,Waterfront,Condo,Carport,722500
4,3,1900,8740,20,Waterfront,Townhouse,Attached,1600000
5,2,2250,6383,20,Waterfront,Single Family,Attached,1665000
1,1,850,8826,20,Waterfront,Condo,Carport,323000
2,1,840,8676,65,Waterfront,Condo,Carport,550000
2,2,1200,1000,20,Waterfront,Condo,Carport,638000
4,1,1668,5371,105,Waterfront,Single Family,Attached,131000
2,1,1200,2960,20,Waterfront,Single Family,Attached,1090000
3,1,1550,5522,20,Waterfront,Single Family,None,1365000
3,2,3369,7449,70,Waterfront,Single Family,Attached,1750000
2,1,732,10053,13,Waterfront,Condo,Carport,580000
4,2,2551,3886,11,Waterfront,Single Family,Attached,2000000
2,1,1200,1000,65,Waterfront,Condo,Carport,523000
2,1,603,1000,13,Waterfront,Condo,Carport,420000
1,1,500,10247,55,Waterfront,Condo,Carport,290000
2,1,1200,1000,20,Waterfront,Condo,Carport,608000
2,1,721,1000,20,Waterfront,Condo,Carport,570000
2,1,1200,1000,20,Waterfront,Condo,Carport,520500
3,1,1496,2906,115,Waterfront,Single Family,None,1400000
4,2,1900,7782,20,Waterfront,Single Family,Attached,2000000
2,2,1200,1000,14,Waterfront,Condo,Attached,722000
2,1,678,11754,11,Waterfront,Condo,Carport,450000
3,2,1550,3649,20,Waterfront,Single Family,Carport,1870000
2,2,1200,10053,20,Waterfront,Condo,Carport,622000
2,1,883,8299,65,Waterfront,Condo,Carport,536000
4,2,1900,8999,115,Waterfront,Single Family,Attached,2000000
2,1,1200,1000,20,Waterfront,Condo,Attached,570000
2,1,721,1000,14,Waterfront,Condo,Carport,550000
4,2,2314,8719,110,Waterfront,Single Family,Carport,2000000
3,2,1550,3843,90,Waterfront,Single Family,Attached,1577500
3,1,1302,4855,65,Waterfront,Single Family,Attached,1460000
1,1,500,1000,65,Waterfront,Condo,Carport,275500
2,1,1227,2939,95,Waterfront,Single Family,Carport,1065000
3,2,1550,3186,115,Waterfront,Single Family,Attached,1470000
2,1,1200,1000,20,Waterfront,Single Family,Carport,1012000
3,1,1076,1000,20,Waterfront,Condo,Carport,599000
3,2,1550,3853,95,Waterfront,Single Family,Carport,1160500
2,1,1200,1076,20,Waterfront,Condo,Carport,650000
3,1,1292,3864,20,Waterfront,Single Family,Carport,1170000
3,1,1550,3649,20,Waterfront,Single Family,Attached,1314000
4,2,1776,2325,30,Waterfront,Townhouse,Attached,1030000
2,1,1066,3057,85,Waterfront,Single Family,Attached,1225000
2,2,1292,5145,100,Waterfront,Single Family,Carport,1450000
4,2,2756,6189,17,Waterfront,Single Family,Attached,1774500
2,1,861,8945,55,Waterfront,Condo,Carport,525500
5,3,2250,7621,20,Waterfront,Single Family,Attached,1960000
2,1,915,3950,95,Waterfront,Single Family,Carport,825000
4,2,2928,4994,9,Waterfront,Single Family,Attached,1262000
3,2,1550,3218,20,Waterfront,Condo,Carport,1110000
4,2,1900,3681,20,Waterfront,Townhouse,Attached,1410000
3,1,1550,7524,20,Waterfront,Single Family,Attached,1303500
2,1,1200,4327,20,Waterfront,Single Family,Carport,1115000
2,1,1259,5436,85,Waterfront,Single Family,Carport,1340000
3,2,1453,5317,105,Waterfront,Single Family,Attached,1200000
3,1,1550,5597,20,Waterfront,Single Family,Attached,1570000
2,2,915,2745,120,Waterfront,Single Family,Carport,1001000
3,1,1324,3358,99,Waterfront,Single Family,Carport,1330000
1,1,850,1000,55,Waterfront,Condo,Carport,290000
3,2,2314,6900,55,Waterfront,Single Family,Attached,1570000
4,2,2207,6781,115,Waterfront,Single Family,Attached,1916000
2,1,1200,1000,20,Waterfront,Condo,Carport,500000
3,2,1550,1959,20,Waterfront,Townhouse,Carport,752000
4,2,1900,6458,20,Waterfront,Single Family,Attached,1507000
4,3,1701,3100,11,Waterfront,Single Family,Attached,890000
2,2,1012,2411,19,Waterfront,Condo,Carport,700000
3,1,1550,6523,20,Waterfront,Single Family,Attached,1000000
3,2,1539,2982,15,Waterfront,Townhouse,Attached,865000
4,3,1722,2250,9,Waterfront,Townhouse,Attached,1042500
2,1,1044,6297,75,Waterfront,Single Family,Carport,1002000
3,1,1550,6308,20,Waterfront,Single Family,Attached,992000
3,2,1087,1722,25,Waterfront,Single Family,Attached,650000
4,3,1959,2939,13,Waterfront,Townhouse,Attached,965000
